#x [m],y [m],z [m],x [V/m],y [V/m],z [V/m]
Sample 1 time=5
0,-0.0175,-0.0675,2075.73,-50136.4,57438.6
0,-0.0165,-0.0675,2032.46,-54938.5,54417.3
0,-0.0155,-0.0675,1874.88,-59449.4,51584.3
0,-0.0145,-0.0675,1603,-63669.1,48939.4
0,-0.0135,-0.0675,1214.42,-66671.5,46312.2
0,-0.0125,-0.0675,828.507,-68185.1,43426.7
0,-0.0115,-0.0675,498.728,-69579.1,40441.2
0,-0.0105,-0.0675,225.084,-70853.6,37355.6
0,-0.0095,-0.0675,180.795,-71530,34007.2
0,-0.0085,-0.0675,162.863,-71936.9,30530.7
0,-0.0075,-0.0675,128.012,-72270.8,27011.4
0,-0.0065,-0.0675,76.2412,-72531.6,23449.5
0,-0.0055,-0.0675,7.55069,-72719.4,19844.9
0,-0.0045,-0.0675,-78.0594,-72834.2,16197.6
0,-0.0035,-0.0675,-180.589,-72876,12507.5
0,-0.0025,-0.0675,-300.039,-72844.7,8774.78
0,-0.0015,-0.0675,-436.408,-72740.4,4999.34
0,-0.0005,-0.0675,-568.057,-72613.3,1299.4
0,0.0005,-0.0675,-566.421,-72747.9,-1666.94
0,0.0015,-0.0675,-557.575,-72841.2,-4621.9
0,0.0025,-0.0675,-487.739,-72861.8,-7765.56
0,0.0035,-0.0675,-373.578,-72869.7,-11005.5
0,0.0045,-0.0675,-240.52,-72889.7,-14241.1
0,0.0055,-0.0675,-88.5627,-72921.9,-17472.1
0,0.0065,-0.0675,82.2922,-72966.2,-20698.8
0,0.0075,-0.0675,272.045,-73022.7,-23920.9
0,0.0085,-0.0675,498.158,-73325.1,-27926.5
0,0.0095,-0.0675,664.284,-73501.7,-32669.5
0,0.0105,-0.0675,706.907,-73066.9,-36992.7
0,0.0115,-0.0675,645.829,-71977.5,-40961.6
0,0.0125,-0.0675,728.376,-69858.6,-45473
0,0.0135,-0.0675,729.214,-67339.6,-49852
0,0.0145,-0.0675,648.345,-64420.7,-54098.8
0,0.0155,-0.0675,485.769,-61101.7,-58213.2
0,0.0165,-0.0675,286.843,-57099.8,-62109.5
0,0.0175,-0.0675,264.016,-51809,-65578.2
0,0.0185,-0.0675,320.256,-46293.3,-68925.9
0,0.0195,-0.0675,455.562,-40552.5,-72152.4
0,0.0205,-0.0675,669.935,-34586.9,-75257.7
0,0.0215,-0.0675,1005.28,-28721,-78013.6
0,0.0225,-0.0675,1681.96,-25019.8,-79012.8
0,0.0235,-0.0675,2152.96,-20372.9,-79246
0,0.0245,-0.0675,1462.99,-11353.5,-76204.3
0,0.0255,-0.0675,428.443,-5836.25,-72311.8
0,0.0265,-0.0675,-400.784,-1890.11,-68547.3
0,0.0275,-0.0675,-796.146,1925.33,-65361.6
0,0.0285,-0.0675,-1067.32,5415.32,-62159.6
0,0.0295,-0.0675,-1214.32,8579.86,-58941.4
0,0.0305,-0.0675,-1237.13,11419,-55706.9
0,0.0315,-0.0675,-1090.75,14126.5,-52186.9
0,0.0325,-0.0675,-783.31,16817.3,-48385
0,0.0335,-0.0675,-400.583,19187.8,-44794.3
0,0.0345,-0.0675,-181.929,17730,-42739.2
0,0.0355,-0.0675,-274.927,17137.1,-40788
0,0.0365,-0.0675,-299.486,16644,-38970.5
0,0.0375,-0.0675,-248.404,16261.8,-37274.7
0,0.0385,-0.0675,-188.681,15895.1,-35624.9
0,0.0395,-0.0675,-120.319,15544,-34021.1
0,0.0405,-0.0675,-43.3162,15208.2,-32463.5
0,0.0415,-0.0675,42.3263,14888,-30951.8
0,0.0425,-0.0675,69.4189,14458.9,-29251.7
0,0.0435,-0.0675,35.2838,13954.6,-27288.6
0,0.0445,-0.0675,37.9972,13572.4,-25378.8
0,0.0455,-0.0675,93.7098,13171.3,-24335.6
0,0.0465,-0.0675,153.784,12745.2,-23576.8
0,0.0475,-0.0675,207.662,12325.7,-22832.2
0,0.0485,-0.0675,213.769,11803.9,-21914.9
0,0.0495,-0.0675,211.482,11278.2,-21004.4
0,0.0505,-0.0675,209.081,10766.6,-20122.3
0,0.0515,-0.0675,291.734,10407.3,-19229.5
0,0.0525,-0.0675,349.282,10029.7,-18358.4
0,0.0535,-0.0675,352.584,9598.36,-17526.6
0,0.0545,-0.0675,349.92,9186.29,-16728.8
0,0.0555,-0.0675,341.291,8793.48,-15964.8
0,0.0565,-0.0675,326.696,8419.93,-15234.7
0,0.0575,-0.0675,306.136,8065.63,-14538.4
0,0.0585,-0.0675,279.61,7730.59,-13876
0,0.0595,-0.0675,203.576,7363.96,-13435.1
0,0.0605,-0.0675,129.288,7004.59,-13006.1
0,0.0615,-0.0675,58.7004,6654.35,-12580.8
0,0.0625,-0.0675,-23.4356,6297.14,-12182.5
0,0.0635,-0.0675,-128.828,5917.97,-11842.6
0,0.0645,-0.0675,-144.212,5545.37,-11494.9
0,0.0655,-0.0675,-86.7769,5177.06,-11137.2
0,0.0665,-0.0675,-40.2361,4840.15,-10798.2
0,0.0675,-0.0675,-25.8628,4641.83,-10522.1
0,0.0685,-0.0675,-12.8665,4446.45,-10256.3
0,0.0695,-0.0675,-1.24841,4254.04,-10000.8
0,0.0705,-0.0675,8.99353,4064.57,-9755.6
0,0.0715,-0.0675,17.8579,3878.07,-9520.67
0,0.0725,-0.0675,25.3443,3694.51,-9296.03
0,0.0735,-0.0675,31.4536,3513.91,-9081.68
0,0.0745,-0.0675,36.1858,3336.27,-8877.62
0,0.0755,-0.0675,39.5402,3161.58,-8683.86
0,0.0765,-0.0675,41.5176,2989.84,-8500.38
0,0.0775,-0.0675,16.738,2801.42,-8378.52
0,0.0785,-0.0675,-7.64204,2614.74,-8262.12
0,0.0795,-0.0675,-31.3304,2430,-8150.58
0,0.0805,-0.0675,-54.3264,2247.22,-8043.9
0,0.0815,-0.0675,-76.6307,2066.39,-7942.08
0,0.0825,-0.0675,-98.2428,1887.5,-7845.12
0,0.0835,-0.0675,-118.119,1710.05,-7753.27
0,0.0845,-0.0675,-99.7256,1516.53,-7675.46
0,0.0855,-0.0675,-82.8944,1327.4,-7601.77
0,0.0865,-0.0675,-67.6264,1142.64,-7532.2
0,0.0875,-0.0675,-53.9208,962.27,-7466.75
0,0.0885,-0.0675,-41.7782,786.276,-7405.43
0,0.0895,-0.0675,-31.1984,614.662,-7348.22
0,0.0905,-0.0675,-22.1815,447.429,-7295.13
0,0.0915,-0.0675,-17.6779,291.013,-7249.13
0,0.0925,-0.0675,-24.784,161.307,-7220.21
0,0.0935,-0.0675,-31.223,31.8093,-7197.97
0,-0.0935,-0.0665,-2.85743,40.9455,7233.58
0,-0.0925,-0.0665,-4.63856,183.606,7246.43
0,-0.0915,-0.0665,-8.33257,347.449,7258.92
0,-0.0905,-0.0665,-10.7084,512.001,7278.15
0,-0.0895,-0.0665,-11.7656,677.26,7304.13
0,-0.0885,-0.0665,-11.5044,843.229,7336.87
0,-0.0875,-0.0665,-9.92459,1009.91,7376.35
0,-0.0865,-0.0665,-7.02673,1177.29,7422.58
0,-0.0855,-0.0665,-2.81033,1345.38,7475.56
0,-0.0845,-0.0665,2.72446,1514.19,7535.3
0,-0.0835,-0.0665,9.57773,1683.7,7601.78
0,-0.0825,-0.0665,30.889,1883.31,7702.4
0,-0.0815,-0.0665,54.9337,2087.67,7809.87
0,-0.0805,-0.0665,80.3473,2293.75,7921.2
0,-0.0795,-0.0665,99.7845,2504.02,8039.85
0,-0.0785,-0.0665,90.2716,2723.3,8170.92
0,-0.0775,-0.0665,75.0591,2941.89,8299.76
0,-0.0765,-0.0665,54.1458,3159.81,8426.38
0,-0.0755,-0.0665,27.532,3377.06,8550.76
0,-0.0745,-0.0665,28.4624,3526.01,8749.96
0,-0.0735,-0.0665,27.5899,3678.23,8962.19
0,-0.0725,-0.0665,22.3696,3839.35,9181.77
0,-0.0715,-0.0665,12.8011,4009.37,9408.71
0,-0.0705,-0.0665,-1.11554,4188.28,9643.02
0,-0.0695,-0.0665,-19.38,4376.09,9884.67
0,-0.0685,-0.0665,-43.3016,4591.85,10149.5
0,-0.0675,-0.0665,-79.6024,4893.16,10487.5
0,-0.0665,-0.0665,-125.234,5209.16,10841.3
0,-0.0655,-0.0665,-180.198,5539.87,11211
0,-0.0645,-0.0665,-244.493,5885.29,11596.6
0,-0.0635,-0.0665,-318.119,6245.4,11998
0,-0.0625,-0.0665,-401.076,6620.22,12415.2
0,-0.0615,-0.0665,-445.543,7015.99,12817.8
0,-0.0605,-0.0665,-354.491,7443.67,13143
0,-0.0595,-0.0665,-265.761,7848.52,13625.3
0,-0.0585,-0.0665,-193.746,8225.69,14309.2
0,-0.0575,-0.0665,-137.392,8634.19,14996
0,-0.0565,-0.0665,-140.942,9204.02,15534.8
0,-0.0555,-0.0665,-141.989,9766.63,16105.5
0,-0.0545,-0.0665,-140.531,10322,16708.1
0,-0.0535,-0.0665,-136.569,10870.2,17342.6
0,-0.0525,-0.0665,-130.102,11411.2,18008.9
0,-0.0515,-0.0665,-121.131,11944.9,18707.1
0,-0.0505,-0.0665,-109.656,12471.5,19437.2
0,-0.0495,-0.0665,-95.6758,12990.8,20199.2
0,-0.0485,-0.0665,-79.1916,13502.9,20993.1
0,-0.0475,-0.0665,-54.3798,13854.3,21843
0,-0.0465,-0.0665,-27.4181,14084.3,22725.8
0,-0.0455,-0.0665,-3.62762,14300.9,23619.9
0,-0.0445,-0.0665,16.9923,14504.1,24525.2
0,-0.0435,-0.0665,34.4412,14693.8,25441.8
0,-0.0425,-0.0665,-444.6,14939.9,26986.6
0,-0.0415,-0.0665,-938.718,15407.9,28833.8
0,-0.0405,-0.0665,-1302.87,16104.5,30834.6
0,-0.0395,-0.0665,-1537.07,17029.8,32988.8
0,-0.0385,-0.0665,-1641.3,18183.8,35296.5
0,-0.0375,-0.0665,-1548.88,19001.7,37390
0,-0.0365,-0.0665,-1328.82,19547.2,39308.9
0,-0.0355,-0.0665,-1075.41,20213.3,41325.3
0,-0.0345,-0.0665,-819.15,20879.7,43409
0,-0.0335,-0.0665,-949.656,20719.7,46195
0,-0.0325,-0.0665,-1724.66,18786.2,50275.5
0,-0.0315,-0.0665,-2412.17,16442.6,54538.8
0,-0.0305,-0.0665,-3012.18,13688.9,58984.9
0,-0.0295,-0.0665,-3240.46,10462,63782.7
0,-0.0285,-0.0665,-2778.71,7079.93,67800.8
0,-0.0275,-0.0665,-2101.28,3514.42,71559.5
0,-0.0265,-0.0665,-1341.43,-353.511,76119.6
0,-0.0255,-0.0665,-497.043,-4637.74,81965.2
0,-0.0245,-0.0665,4.30744,-9563.8,83895.8
0,-0.0235,-0.0665,572.689,-18140.8,78307.6
0,-0.0225,-0.0665,1081.26,-25238.6,76314.1
0,-0.0215,-0.0665,1423.64,-31134,73015.8
0,-0.0205,-0.0665,1887.12,-37069.1,69340.4
0,-0.0195,-0.0665,2236.3,-42713.1,65853.3
0,-0.0185,-0.0665,2471.17,-48065.9,62554.3
0,-0.0175,-0.0665,2591.73,-53127.5,59443.5
0,-0.0165,-0.0665,2597.99,-57898,56520.8
0,-0.0155,-0.0665,2489.94,-62377.3,53786.4
0,-0.0145,-0.0665,2267.58,-66565.4,51240.1
0,-0.0135,-0.0665,1866.98,-69317,48151.6
0,-0.0125,-0.0665,1490.93,-71364.2,44564.3
0,-0.0115,-0.0665,1208.7,-73336.6,40855.1
0,-0.0105,-0.0665,913.627,-74827.1,37122.1
0,-0.0095,-0.0665,479.537,-75372.2,33572.2
0,-0.0085,-0.0665,219.324,-75689.3,30122.3
0,-0.0075,-0.0665,146.312,-75870,26741.5
0,-0.0065,-0.0665,67.767,-76014.3,23329.7
0,-0.0055,-0.0665,-16.3107,-76122.4,19886.8
0,-0.0045,-0.0665,-105.921,-76194.1,16412.9
0,-0.0035,-0.0665,-201.065,-76229.5,12907.8
0,-0.0025,-0.0665,-301.741,-76228.6,9371.75
0,-0.0015,-0.0665,-407.95,-76191.4,5804.61
0,-0.0005,-0.0665,-519.691,-76117.9,2206.41
0,0.0005,-0.0665,-636.966,-76008.1,-1422.86
0,0.0015,-0.0665,-644.442,-75981.5,-4793.5
0,0.0025,-0.0665,-541.046,-76058.9,-8082.27
0,0.0035,-0.0665,-416.979,-76148.1,-11362.2
0,0.0045,-0.0665,-274.014,-76249.4,-14637.7
0,0.0055,-0.0665,-112.151,-76362.8,-17908.7
0,0.0065,-0.0665,68.6098,-76488.4,-21175.3
0,0.0075,-0.0665,268.269,-76626.2,-24437.4
0,0.0085,-0.0665,516.538,-77200.8,-29602.3
0,0.0095,-0.0665,643.618,-77181,-34396.8
0,0.0105,-0.0665,647.194,-76549.7,-38771.5
0,0.0115,-0.0665,704.737,-75140.8,-43162.8
0,0.0125,-0.0665,896.126,-73059.7,-47899.8
0,0.0135,-0.0665,1005.81,-70578.6,-52504.4
0,0.0145,-0.0665,1033.78,-67697.5,-56976.7
0,0.0155,-0.0665,980.046,-64416.3,-61316.7
0,0.0165,-0.0665,844.604,-60735.1,-65524.3
0,0.0175,-0.0665,804.035,-56021.8,-69327.2
0,0.0185,-0.0665,955.926,-50505,-72774.3
0,0.0195,-0.0665,1186.88,-44763.2,-76100.3
0,0.0205,-0.0665,1496.91,-38796.4,-79305.1
0,0.0215,-0.0665,1886,-32604.6,-82388.8
0,0.0225,-0.0665,2427.28,-26866.4,-84894.5
0,0.0235,-0.0665,2008.16,-17836.1,-82616.4
0,0.0245,-0.0665,1442.03,-8706.12,-81132.1
0,0.0255,-0.0665,432.667,-2284.29,-75476.5
0,0.0265,-0.0665,-588.402,1524.24,-71256.8
0,0.0275,-0.0665,-1287.39,5017.21,-67283
0,0.0285,-0.0665,-1502.6,8455.19,-63970.9
0,0.0295,-0.0665,-1593.63,11567.7,-60642.6
0,0.0305,-0.0665,-1439.64,14701.1,-56620
0,0.0315,-0.0665,-1184.28,17577.7,-52666
0,0.0325,-0.0665,-853.638,20134,-48923.4
0,0.0335,-0.0665,-447.712,22370.1,-45392.1
0,0.0345,-0.0665,-154.759,19939.1,-43727.8
0,0.0355,-0.0665,-222.968,19294.4,-41748.9
0,0.0365,-0.0665,-275.297,18674.1,-39850.2
0,0.0375,-0.0665,-267.948,18139.8,-38069.5
0,0.0385,-0.0665,-178.933,17723.3,-36406.7
0,0.0395,-0.0665,-81.2787,17322.3,-34789.9
0,0.0405,-0.0665,25.016,16936.7,-33219.1
0,0.0415,-0.0665,6.65373,16269.8,-31224.7
0,0.0425,-0.0665,-1.77146,15661.6,-29195.8
0,0.0435,-0.0665,26.6504,15175.4,-27220.3
0,0.0445,-0.0665,84.4306,14775.2,-25448.4
0,0.0455,-0.0665,96.3229,14186.3,-24436.5
0,0.0465,-0.0665,104.906,13606.5,-23454.4
0,0.0475,-0.0665,110.18,13035.7,-22501.9
0,0.0485,-0.0665,112.146,12474,-21579.1
0,0.0495,-0.0665,110.802,11921.2,-20686.1
0,0.0505,-0.0665,190.38,11524.5,-19799
0,0.0515,-0.0665,267.722,11144.3,-18928.2
0,0.0525,-0.0665,335.317,10767.9,-18075.2
0,0.0535,-0.0665,356.888,10340.4,-17253.8
0,0.0545,-0.0665,355.364,9904.74,-16470
0,0.0555,-0.0665,347.873,9488.37,-15720.1
0,0.0565,-0.0665,334.417,9091.26,-15004
0,0.0575,-0.0665,314.996,8713.41,-14321.8
0,0.0585,-0.0665,268.337,8339.8,-13752.6
0,0.0595,-0.0665,187.522,7953.86,-13326.1
0,0.0605,-0.0665,110.408,7577.05,-12903.3
0,0.0615,-0.0665,25.0391,7192.99,-12502.5
0,0.0625,-0.0665,-78.8523,6783.68,-12153
0,0.0635,-0.0665,-172.548,6386.43,-11817.8
0,0.0645,-0.0665,-202.619,6001.95,-11482.5
0,0.0655,-0.0665,-144.953,5628.34,-11134.2
0,0.0665,-0.0665,-93.2443,5263.33,-10795.6
0,0.0675,-0.0665,-47.4931,4906.92,-10466.6
0,0.0685,-0.0665,-21.4517,4636.44,-10178.7
0,0.0695,-0.0665,-9.6983,4436.86,-9927.93
0,0.0705,-0.0665,0.678406,4240.23,-9687.46
0,0.0715,-0.0665,9.67758,4046.55,-9457.29
0,0.0725,-0.0665,17.2994,3855.83,-9237.4
0,0.0735,-0.0665,23.5441,3668.07,-9027.81
0,0.0745,-0.0665,28.4112,3483.26,-8828.5
0,0.0755,-0.0665,31.9009,3301.4,-8639.49
0,0.0765,-0.0665,29.0655,3119.58,-8471.37
0,0.0775,-0.0665,5.18516,2927.77,-8355.11
0,0.0785,-0.0665,-18.0033,2737.9,-8243.7
0,0.0795,-0.0665,-40.4999,2549.99,-8137.16
0,0.0805,-0.0665,-62.3046,2364.03,-8035.48
0,0.0815,-0.0665,-83.4169,2180.01,-7938.66
0,0.0825,-0.0665,-103.837,1997.95,-7846.7
0,0.0835,-0.0665,-123.566,1817.84,-7759.59
0,0.0845,-0.0665,-118.585,1625.64,-7682.03
0,0.0855,-0.0665,-101.145,1429.43,-7611.38
0,0.0865,-0.0665,-85.2676,1237.59,-7544.84
0,0.0875,-0.0665,-70.9532,1050.14,-7482.43
0,0.0885,-0.0665,-58.2013,867.069,-7424.13
0,0.0895,-0.0665,-47.0122,688.377,-7369.96
0,0.0905,-0.0665,-37.3859,514.064,-7319.91
0,0.0915,-0.0665,-29.322,344.132,-7273.97
0,0.0925,-0.0665,-22.8215,178.581,-7232.16
0,0.0935,-0.0665,-26.0333,34.6676,-7205.53
0,-0.0935,-0.0655,-3.29715,66.5242,7228.6
0,-0.0925,-0.0655,-8.47605,234.519,7234.48
0,-0.0915,-0.0655,-12.3364,403.223,7247.11
0,-0.0905,-0.0655,-14.8783,572.635,7266.49
0,-0.0895,-0.0655,-16.1018,742.755,7292.61
0,-0.0885,-0.0655,-16.0069,913.584,7325.49
0,-0.0875,-0.0655,-14.5936,1085.12,7365.12
0,-0.0865,-0.0655,-11.862,1257.37,7411.5
0,-0.0855,-0.0655,-7.81183,1430.32,7464.62
0,-0.0845,-0.0655,-2.4433,1603.98,7524.5
0,-0.0835,-0.0655,4.24371,1778.35,7591.13
0,-0.0825,-0.0655,25.8107,1983.01,7690.48
0,-0.0815,-0.0655,50.1752,2192.46,7796.58
0,-0.0805,-0.0655,75.9089,2403.64,7906.53
0,-0.0795,-0.0655,85.8214,2621.06,8029.69
0,-0.0785,-0.0655,76.8613,2842.25,8160.06
0,-0.0775,-0.0655,62.2011,3062.77,8288.21
0,-0.0765,-0.0655,41.8402,3282.61,8414.13
0,-0.0755,-0.0655,15.7792,3501.78,8537.82
0,-0.0745,-0.0655,3.83962,3681.29,8709.12
0,-0.0735,-0.0655,2.13528,3838.39,8923.11
0,-0.0725,-0.0655,-3.91644,4004.39,9144.47
0,-0.0715,-0.0655,-14.3173,4179.29,9373.18
0,-0.0705,-0.0655,-29.0654,4363.08,9609.24
0,-0.0695,-0.0655,-48.4079,4600.94,9880.35
0,-0.0685,-0.0655,-76.0369,4903.17,10196.4
0,-0.0675,-0.0655,-112.997,5220.09,10528.4
0,-0.0665,-0.0655,-159.288,5551.72,10876.2
0,-0.0655,-0.0655,-214.91,5898.06,11239.8
0,-0.0645,-0.0655,-279.865,6259.1,11619.3
0,-0.0635,-0.0655,-354.151,6634.84,12014.7
0,-0.0625,-0.0655,-437.767,7025.28,12425.9
0,-0.0615,-0.0655,-429.281,7438.81,12791.6
0,-0.0605,-0.0655,-343.454,7872.65,13119.5
0,-0.0595,-0.0655,-254.719,8309.93,13505.3
0,-0.0585,-0.0655,-184.972,8709.75,14175.2
0,-0.0575,-0.0655,-126.689,9129.2,14861.1
0,-0.0565,-0.0655,-79.9203,9568.41,15562.7
0,-0.0555,-0.0655,-88.6992,10158.3,16126.3
0,-0.0545,-0.0655,-94.9739,10740.9,16721.8
0,-0.0535,-0.0655,-98.7442,11316.4,17349.2
0,-0.0525,-0.0655,-100.01,11884.6,18008.4
0,-0.0515,-0.0655,-98.7719,12445.7,18699.6
0,-0.0505,-0.0655,-95.0292,12999.5,19422.6
0,-0.0495,-0.0655,-88.7819,13546,20177.5
0,-0.0485,-0.0655,-80.0303,14085.4,20964.3
0,-0.0475,-0.0655,-68.7741,14617.6,21782.9
0,-0.0465,-0.0655,-55.0139,15142.5,22633.5
0,-0.0455,-0.0655,-37.5463,15608.1,23519.9
0,-0.0445,-0.0655,-15.9597,15845.7,24442.6
0,-0.0435,-0.0655,-239.084,16068.4,25601.7
0,-0.0425,-0.0655,-858.177,16436.3,27315.8
0,-0.0415,-0.0655,-1346.43,17032.9,29181.6
0,-0.0405,-0.0655,-1581.97,17831.5,30869.2
0,-0.0395,-0.0655,-1725.63,18764.5,32638.3
0,-0.0385,-0.0655,-1777.42,19831.7,34488.8
0,-0.0375,-0.0655,-1737.32,21033.1,36420.7
0,-0.0365,-0.0655,-1508.61,22202.7,38748.5
0,-0.0355,-0.0655,-1259.07,23432.6,41277.7
0,-0.0345,-0.0655,-1027.75,24765.8,43924.6
0,-0.0335,-0.0655,-1420.27,23772.7,47458.3
0,-0.0325,-0.0655,-1946.1,22009.8,51320
0,-0.0315,-0.0655,-2460.62,19858.6,55307.4
0,-0.0305,-0.0655,-2963.84,17319.2,59420.4
0,-0.0295,-0.0655,-3047.64,14615,64975.8
0,-0.0285,-0.0655,-1761.66,12049.7,76141.1
0,-0.0275,-0.0655,-831.029,8508.44,87033
0,-0.0265,-0.0655,-152.225,4137.71,93329.9
0,-0.0255,-0.0655,494.459,-687.888,99889.3
0,-0.0245,-0.0655,204.399,-3191.73,108477
0,-0.0235,-0.0655,251.43,-11918.6,104422
0,-0.0225,-0.0655,861.637,-22532.4,96985.4
0,-0.0215,-0.0655,237.42,-31342.7,89175.9
0,-0.0205,-0.0655,277.801,-38816.5,84664.9
0,-0.0195,-0.0655,572.908,-45949,81327.4
0,-0.0185,-0.0655,757.54,-52986.7,78077.2
0,-0.0175,-0.0655,831.7,-59929.6,74914.2
0,-0.0165,-0.0655,795.386,-66777.6,71838.6
0,-0.0155,-0.0655,648.598,-73530.8,68850.1
0,-0.0145,-0.0655,1434.85,-75576.2,58812.8
0,-0.0135,-0.0655,2579.43,-73626.4,47894.2
0,-0.0125,-0.0655,2201.54,-75930.6,44168.2
0,-0.0115,-0.0655,1917.48,-78159.9,40320.4
0,-0.0105,-0.0655,1403.97,-78817.8,36649.2
0,-0.0095,-0.0655,937.109,-79239.2,33033.2
0,-0.0085,-0.0655,526.454,-79469,29465.6
0,-0.0075,-0.0655,178.672,-79510.8,25947.3
0,-0.0065,-0.0655,67.7533,-79557.3,22465.9
0,-0.0055,-0.0655,-48.6983,-79567.4,18953.4
0,-0.0045,-0.0655,-170.683,-79541.3,15409.8
0,-0.0035,-0.0655,-298.2,-79478.8,11835.2
0,-0.0025,-0.0655,-431.25,-79380.1,8229.57
0,-0.0015,-0.0655,-569.833,-79245,4592.84
0,-0.0005,-0.0655,-695.274,-79092.1,988.836
0,0.0005,-0.0655,-619.785,-79108.6,-1920.49
0,0.0015,-0.0655,-540.9,-79099.8,-4792.42
0,0.0025,-0.0655,-456.834,-79125.8,-7875.27
0,0.0035,-0.0655,-355.39,-79249,-11229.8
0,0.0045,-0.0655,-234.269,-79423.8,-14595.1
0,0.0055,-0.0655,-93.47,-79649.9,-17971.2
0,0.0065,-0.0655,67.0055,-79927.6,-21357.9
0,0.0075,-0.0655,258.316,-80684.9,-25473.3
0,0.0085,-0.0655,458.074,-81100.2,-30915.7
0,0.0095,-0.0655,546.538,-80883.7,-35907.4
0,0.0105,-0.0655,523.709,-80035.6,-40448.4
0,0.0115,-0.0655,810.074,-78437.4,-45388.6
0,0.0125,-0.0655,1118.45,-76382.1,-50375.9
0,0.0135,-0.0655,1344.67,-73923.8,-55225.2
0,0.0145,-0.0655,1481.48,-71080.6,-59923.1
0,0.0155,-0.0655,1536.59,-67837.3,-64488.7
0,0.0165,-0.0655,1509.99,-64193.9,-68921.9
0,0.0175,-0.0655,1401.68,-60150.6,-73222.7
0,0.0185,-0.0655,1289.06,-55495.8,-79170.5
0,0.0195,-0.0655,1120.81,-49868.5,-86318.7
0,0.0205,-0.0655,1017.8,-42814.1,-93460.7
0,0.0215,-0.0655,980.02,-34332.5,-100596
0,0.0225,-0.0655,1756.2,-25699.6,-103771
0,0.0235,-0.0655,2499.82,-17111.9,-102656
0,0.0245,-0.0655,2157.96,-5315.17,-101287
0,0.0255,-0.0655,1230,1399.71,-91774.8
0,0.0265,-0.0655,135.045,5957.07,-81753.2
0,0.0275,-0.0655,-1043.37,9191.91,-72608
0,0.0285,-0.0655,-1893.59,11747.6,-65393.7
0,0.0295,-0.0655,-1765.6,15130.1,-61076.4
0,0.0305,-0.0655,-1562.33,18192.5,-56970.5
0,0.0315,-0.0655,-1283.77,20934.6,-53075.9
0,0.0325,-0.0655,-929.933,23356.5,-49392.6
0,0.0335,-0.0655,-506.763,25343.1,-45975.7
0,0.0345,-0.0655,-168.706,22432,-44633.7
0,0.0355,-0.0655,-167.517,21493.3,-42682.3
0,0.0365,-0.0655,-195.057,20821.1,-40755.9
0,0.0375,-0.0655,-206.717,20173.5,-38909.6
0,0.0385,-0.0655,-167.074,19599.1,-37168.4
0,0.0395,-0.0655,-85.0561,19027.1,-35390.8
0,0.0405,-0.0655,-115.595,18217.4,-33204.8
0,0.0415,-0.0655,-207.635,17707.1,-30872.5
0,0.0425,-0.0655,-312.08,17355.8,-28673.4
0,0.0435,-0.0655,-428.932,17163.5,-26607.6
0,0.0445,-0.0655,-312.405,16282.3,-25204.3
0,0.0455,-0.0655,-72.1553,15064.3,-24066.9
0,0.0465,-0.0655,5.27997,14290.3,-23058.4
0,0.0475,-0.0655,11.4978,13692.5,-22123.4
0,0.0485,-0.0655,14.4076,13103.7,-21218.1
0,0.0495,-0.0655,87.7552,12661.9,-20334.5
0,0.0505,-0.0655,169.532,12257.2,-19467.8
0,0.0515,-0.0655,241.562,11856.2,-18618.9
0,0.0525,-0.0655,303.845,11458.9,-17787.9
0,0.0535,-0.0655,350.635,11055.3,-16976.7
0,0.0545,-0.0655,350.249,10596.1,-16207
0,0.0555,-0.0655,343.898,10156.2,-15471.1
0,0.0565,-0.0655,331.58,9735.55,-14769.2
0,0.0575,-0.0655,313.297,9334.14,-14101.1
0,0.0585,-0.0655,239.549,8926.98,-13631.9
0,0.0595,-0.0655,155.908,8523.61,-13211.6
0,0.0605,-0.0655,67.0346,8112.81,-12808.8
0,0.0615,-0.0655,-35.3556,7673.35,-12449.6
0,0.0625,-0.0655,-127.55,7245.96,-12104.8
0,0.0635,-0.0655,-209.549,6830.63,-11774.4
0,0.0645,-0.0655,-250.782,6430.76,-11450.2
0,0.0655,-0.0655,-192.885,6051.85,-11111.4
0,0.0665,-0.0655,-140.946,5681.54,-10782.2
0,0.0675,-0.0655,-94.963,5319.83,-10462.6
0,0.0685,-0.0655,-54.9387,4966.73,-10152.7
0,0.0695,-0.0655,-20.8711,4622.22,-9852.41
0,0.0705,-0.0655,-8.94232,4408.74,-9612.77
0,0.0715,-0.0655,0.191895,4207.9,-9387.35
0,0.0725,-0.0655,7.94922,4010.02,-9172.22
0,0.0735,-0.0655,14.3288,3815.09,-8967.38
0,0.0745,-0.0655,19.3314,3623.11,-8772.83
0,0.0755,-0.0655,22.9561,3434.09,-8588.56
0,0.0765,-0.0655,15.3587,3243.62,-8436.72
0,0.0775,-0.0655,-7.33009,3048.63,-8325.46
0,0.0785,-0.0655,-29.3269,2855.58,-8219.06
0,0.0795,-0.0655,-50.6316,2664.49,-8117.51
0,0.0805,-0.0655,-71.2448,2475.35,-8020.83
0,0.0815,-0.0655,-91.1654,2288.16,-7929.01
0,0.0825,-0.0655,-110.394,2102.91,-7842.05
0,0.0835,-0.0655,-128.931,1919.62,-7759.94
0,0.0845,-0.0655,-137.616,1731.92,-7684
0,0.0855,-0.0655,-119.567,1528.63,-7616.38
